Category,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,cluster
Cereal or granola bar (Quaker Chewy Granola Bar),70.2,0.0,3.8,5.65,6.967,1.576,6.061,16.57,2.19,64.0,176.0,237.0,291.0,1.3,0.0,0.0,0.066,0.0,0.31,16.4,10
Cereal or granola bar (Quaker Granola Bites),66.27,0.0,5.7,7.17,3.194,2.546,9.888,17.5,1.56,69.0,216.0,285.0,167.0,1.92,2.0,0.07,0.143,0.2,2.51,9.1,3
Cereal or granola bar with nuts,54.1,12.0,3.8,9.6,6.561,1.906,17.065,31.2,1.45,67.0,227.0,339.0,193.0,1.47,8.0,0.46,0.11,0.6,4.59,5.7,10
Ceviche,3.58,18.0,0.5,10.34,0.132,0.247,0.157,0.75,0.24,21.0,106.0,286.0,158.0,0.24,25.0,1.46,0.241,16.0,0.74,4.1,10
Champagne punch,12.22,0.0,0.1,0.16,0.006,0.03,0.005,0.08,0.25,8.0,11.0,83.0,4.0,0.1,0.0,0.0,0.055,4.0,0.01,0.1,5
Channa Saag,9.54,0.0,3.4,4.07,1.536,1.727,0.563,4.17,2.81,71.0,75.0,501.0,250.0,0.74,336.0,0.0,0.188,15.0,2.08,364.0,12
Chard,3.82,1.0,1.65,1.84,0.542,0.488,0.418,1.57,1.84,82.5,47.0,387.0,283.0,0.37,310.0,0.0,0.1075,25.95,2.085,848.25,12
Cheddar cheese soup,8.12,6.0,1.1,2.06,0.758,0.09,1.814,2.97,0.08,12.0,67.0,96.0,369.0,0.29,64.0,0.26,0.038,0.1,0.3,2.5,13
Cheese,5.274666666666667,61.2,0.0633333333333333,20.797666666666665,4.776083333333333,0.6163166666666666,11.039133333333332,18.161166666666663,0.4698333333333334,25.166666666666668,433.4,147.73333333333332,681.6333333333333,2.5241666666666664,170.86666666666667,1.097,0.0928,0.405,0.284,1.6883333333333332,7
Cheese as ingredient in sandwiches,4.32,90.0,0.0,20.76,7.026,1.1,16.589,28.93,0.48,29.0,604.0,148.0,1058.0,3.05,269.0,1.54,0.077,0.0,0.71,2.4,7
Cheese ball,5.57,71.0,1.5,18.09,7.934,11.122,14.637,38.06,0.78,51.0,347.0,198.0,546.0,2.78,206.0,0.66,0.196,0.9,0.68,2.1,7
Cheese dip,7.66,8.0,0.3,3.24,5.066,4.339,3.097,13.02,0.53,6.0,53.0,24.0,651.0,0.35,20.0,0.09,0.013,0.0,1.23,12.3,4
Cheese dip with chili pepper,11.14,9.0,0.7,3.14,2.762,3.643,2.491,9.51,0.14,8.0,200.0,105.0,796.0,0.41,33.0,0.25,0.043,0.4,1.86,17.6,4
Cheese enchilada,19.55,19.0,3.0,8.04,1.921,0.681,4.091,7.61,0.97,33.0,194.0,262.0,695.0,1.13,63.0,0.19,0.139,7.0,0.85,2.8,13
Cheese flavored corn snacks,62.94,4.0,2.5,7.175,6.776,11.7805,3.73,24.055,1.905,29.0,245.0,234.0,892.0,1.27,22.0,0.48,0.3944999999999999,10.7,4.215,1.2000000000000002,13
Cheese flavored corn snacks (Cheetos),53.53,7.0,1.4,5.85,10.052,17.821,5.36,36.01,2.53,17.0,133.0,182.0,942.0,0.4,0.0,0.48,0.079,0.0,4.18,1.3,4
Cheese fondue,1.93,68.0,0.0,19.31,5.788,0.966,12.415,21.2,0.3,27.0,401.0,85.0,303.0,2.8,188.0,1.09,0.053,0.0,0.3,1.4,7
Cheese pastry puffs,13.03,111.0,0.4,9.27,7.713,4.275,5.851,19.36,1.24,12.0,138.0,81.0,557.0,0.98,207.0,0.29,0.057,0.0,1.7,14.0,13
Cheese quiche,13.33,154.0,0.8,12.26,8.805,2.037,15.84,29.32,1.06,18.0,233.0,118.0,366.0,1.62,266.0,0.62,0.077,0.5,0.85,3.3,9
Cheese sandwich,27.746756756756756,35.810810810810814,2.3513513513513518,13.81081081081081,4.036162162162162,3.4650000000000003,7.354513513513514,16.625675675675677,1.9,36.51351351351352,327.3513513513513,164.0,665.1081081081081,1.8462162162162163,122.83783783783784,0.4962162162162162,0.1525945945945946,0.0648648648648648,0.8551351351351352,10.986486486486486,7
Cheese sauce,8.64,14.0,0.2,3.965,3.278,2.2885,3.4690000000000003,9.91,0.305,6.0,73.0,20.0,779.5,0.5449999999999999,41.5,0.145,0.013,0.0,0.69,6.4,4
Cheese souffle,6.29,144.0,0.1,9.45,4.139,1.031,8.669,15.7,0.74,15.0,185.0,132.0,327.0,1.2,179.0,0.39,0.072,0.0,0.63,1.1,7
Cheese spread,8.088333333333333,57.833333333333336,0.0,12.931666666666668,5.530333333333334,0.6629999999999999,12.124333333333333,19.40833333333333,0.4416666666666666,21.33333333333333,633.1666666666666,222.5,1128.6666666666667,1.7766666666666666,194.5,0.615,0.0891666666666666,0.0,0.345,1.4833333333333334,7
Cheese turnover,36.92,34.0,1.3,9.84,9.4,3.593,10.028,25.23,2.42,17.0,187.0,67.0,762.0,1.13,67.0,0.12,0.03,0.0,0.73,5.3,4
Cheeseburger,18.42727272727273,53.63636363636363,1.0545454545454545,18.24818181818182,5.689363636363637,1.111727272727273,6.78590909090909,15.793636363636365,2.4254545454545453,27.0,218.3636363636364,226.63636363636363,446.54545454545456,3.23,40.63636363636363,1.579090909090909,0.2578181818181818,0.4636363636363636,0.2190909090909091,3.3,7
Cheeseburger (Burger King),23.87,37.0,1.0,13.94,4.189,1.139,4.85,11.82,2.46,23.0,201.0,211.0,508.0,2.21,35.0,1.14,0.195,0.8,0.3,4.1,13
Cheeseburger (McDonalds),25.46,39.0,1.9,13.49,5.035,1.363,5.797,12.9,2.25,23.0,142.0,184.0,628.0,2.21,55.0,1.31,0.374,0.4,0.09,5.5,13
Cheeseburger slider,21.355,50.0,0.75,17.174999999999997,5.4350000000000005,1.185,6.644,15.425,2.545,22.5,207.0,205.5,475.0,2.865,39.5,1.465,0.2275,0.5,0.215,3.35,7
Cheeseburger submarine sandwich with lettuce,21.49,24.0,1.2,12.29,1.736,0.844,2.032,5.34,2.02,22.0,132.0,183.0,444.0,1.98,12.0,0.58,0.194,0.6,0.4,4.8,13
Cheesecake,29.025,55.0,0.7,5.734999999999999,9.187,1.656,10.9015,24.16,0.8,17.5,100.5,110.0,439.0,0.6,159.0,0.17,0.054,0.4,0.575,4.7,13
Cheesecake with fruit,18.62,34.0,1.0,3.63,5.315,1.043,6.095,13.92,0.55,12.0,66.0,114.0,269.0,0.37,98.0,0.1,0.05,23.0,0.46,3.6,13
Cherries,34.646,0.0,2.26,0.86,0.0702,0.0776,0.0573999999999999,0.296,0.434,11.2,19.0,192.4,3.6,0.144,31.2,0.0,0.0464,7.06,0.114,2.42,5
Cherry cobbler,19.2,0.0,0.2,0.3,0.02,0.03,0.02,0.1,0.1,2.0,6.0,45.0,0.0,0.05,2.0,0.0,0.02,9.3,0.03,0.5,5
Cherry pie filling,28.59,0.0,0.9,0.6,0.392,0.255,0.163,0.91,1.08,5.0,8.0,76.0,52.0,0.06,37.0,0.0,0.034,1.6,0.26,2.0,14
Cherry vanilla pudding,18.1,10.0,0.3,0.2,0.088,0.044,0.072,0.25,0.18,2.0,7.0,34.0,0.0,0.04,18.0,0.01,0.012,1.1,0.01,0.2,14
Chestnuts,52.96,0.0,5.1,3.17,0.759,0.869,0.414,2.2,0.91,33.0,107.0,592.0,2.0,0.57,1.0,0.0,0.497,26.0,0.5,7.8,5
Chewing gum,95.62333333333332,0.0,2.4,0.0,0.087,0.1909999999999999,0.051,0.3566666666666667,0.0,0.0,0.0,1.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Chia seeds,28.88,0.0,27.3,18.29,7.527,28.73,3.663,42.16,5.73,392.0,642.0,813.0,30.0,4.34,0.0,0.0,0.473,0.6,0.31,4.3,3
Chicken,3.149545454545455,86.25,0.3545454545454545,21.912954545454543,3.687295454545455,2.018022727272728,2.3652045454545454,9.307727272727274,0.9977272727272728,21.63636363636364,194.5,250.6818181818182,430.27272727272725,1.3781818181818182,20.5,0.4954545454545455,0.3731363636363636,0.35,0.5261363636363636,1.925,7
"Chicken ""wings""",14.906,74.4,0.6599999999999999,15.608,7.6708,5.211399999999999,4.137,18.292,1.048,20.8,168.8,215.4,748.4,0.922,16.2,0.276,0.2506,0.22,1.408,8.76,13
"Chicken ""wings"" with hot sauce",4.586666666666667,103.33333333333331,0.0666666666666666,17.123333333333335,7.72,2.845333333333333,6.4590000000000005,19.83333333333333,0.7733333333333334,18.0,183.66666666666663,216.33333333333331,803.6666666666666,1.1333333333333335,80.33333333333333,0.3466666666666667,0.2516666666666666,0.2,0.9,3.5,13
"Chicken ""wings"" with other sauces or seasoning",11.52,94.0,0.2,17.293333333333333,7.253666666666667,3.124333333333333,4.035,17.076666666666668,0.8633333333333333,20.0,186.66666666666663,260.3333333333333,717.3333333333334,1.17,19.666666666666668,0.34,0.172,0.1,0.7433333333333333,3.9,13
Chicken and noodles with vegetable,17.68,17.0,1.3,5.62,1.71,1.192,1.096,4.49,0.99,19.0,63.0,128.0,401.0,0.41,6.0,0.06,0.05,0.1,0.3,2.0,13
Chicken and rice dinner,9.2,10.0,1.1,1.6,0.392,0.188,0.211,0.9,0.2,8.0,20.0,60.0,25.0,0.25,58.0,0.1,0.03,1.0,0.11,1.8,14
Chicken and vegetable entree with noodles,11.65,22.0,1.4,7.405,0.66,0.4895,0.4735,1.97,0.7150000000000001,16.5,82.0,213.0,274.5,0.585,37.5,0.075,0.1205,10.8,0.41,7.85,1
Chicken and vegetable entree with noodles and cream sauce,10.79,39.0,0.9,8.52,1.597,0.761,2.085,5.19,0.78,19.0,113.0,167.0,379.0,0.76,34.0,0.16,0.104,15.3,0.41,20.6,13
Chicken and vegetable entree with rice,19.64,37.0,0.7,10.46,2.276,1.739,1.018,5.57,0.95,18.0,111.0,179.0,359.0,0.81,29.0,0.12,0.168,4.1,0.48,6.6,13
Chicken and vegetables au gratin with rice,7.37,34.0,0.8,10.67,1.478,0.36,2.838,5.36,0.86,27.0,136.0,227.0,496.0,0.78,115.0,0.21,0.151,6.7,0.54,82.5,13
Chicken barbecue sandwich,26.04,51.0,1.1,16.43,1.554,1.271,1.087,4.55,1.9,24.0,160.0,202.0,502.0,1.14,5.0,0.16,0.16,0.1,0.36,0.3,13
Chicken breast,1.9020689655172411,89.20689655172414,0.0620689655172413,26.182413793103446,2.9691724137931037,1.8881379310344828,1.7075862068965515,7.873103448275862,0.5520689655172414,24.93103448275862,208.44827586206893,299.9655172413793,364.7241379310345,0.8510344827586207,11.137931034482758,0.1968965517241379,0.6112413793103448,0.0068965517241379,0.8106896551724139,2.831034482758621,7
Chicken chow mein with rice,12.11,20.0,0.7,6.03,0.806,0.353,0.514,1.93,0.64,14.0,68.0,130.0,373.0,0.53,5.0,0.06,0.107,6.0,0.17,6.3,13
Chicken cornbread,9.34,108.0,0.4,13.81,3.575,1.922,1.899,8.14,1.06,16.0,141.0,153.0,460.0,0.95,69.0,0.27,0.145,0.0,0.78,4.4,13
Chicken curry,6.47,22.0,1.4,6.47,2.401,2.025,1.564,6.45,0.73,18.0,78.0,280.0,376.0,0.53,48.0,0.08,0.15,8.6,1.13,9.4,1
Chicken curry with rice,15.08,13.0,1.0,4.95,1.475,1.245,0.969,3.98,0.92,15.0,64.0,182.0,323.0,0.51,29.0,0.05,0.127,5.2,0.7,5.7,1
Chicken dinner,13.25,34.0,1.0,8.75,1.336,0.771,1.602,4.28,0.84,17.0,104.0,128.0,467.0,0.58,49.0,0.12,0.107,1.1,0.28,3.2,13
Chicken drumstick,2.0685185185185184,125.51851851851852,0.0777777777777777,22.914814814814815,4.01437037037037,2.377851851851852,2.329814814814815,9.90851851851852,1.0992592592592592,21.22222222222222,195.96296296296296,246.33333333333331,442.9259259259259,2.336666666666667,10.185185185185183,0.3996296296296296,0.3126296296296296,0.0074074074074074,0.5114814814814815,4.418518518518519,7
Chicken egg foo yung,4.68,190.0,0.3,12.86,2.866,1.64,1.958,7.18,1.15,15.0,156.0,175.0,407.0,1.04,77.0,0.42,0.145,1.7,0.78,23.8,7
Chicken feet,0.2,84.0,0.0,19.4,5.5,2.98,3.92,14.6,0.91,5.0,83.0,31.0,67.0,0.69,30.0,0.47,0.01,0.0,0.27,0.2,11
Chicken fillet,8.615,52.0,0.9,18.45,3.551,3.732,1.673,9.695,0.605,25.0,198.5,253.5,488.5,0.6599999999999999,5.5,0.195,0.299,0.25,1.495,9.9,7
Chicken fillet biscuit,26.41,20.0,2.0,10.78,4.387,5.423,7.622,19.09,1.64,22.0,311.0,205.0,775.0,0.54,12.0,0.1,0.204,0.3,1.76,17.1,13
Chicken fillet sandwich,23.28,38.0,1.7066666666666668,16.6,2.9311333333333334,3.6395333333333335,2.7754,10.401333333333334,1.6840000000000002,31.133333333333333,197.33333333333331,237.66666666666663,511.0,0.9526666666666668,20.4,0.2473333333333333,0.3414666666666666,0.6,1.2653333333333334,10.84,13
Chicken fillet wrap sandwich,20.77,46.0,1.6,16.8,3.716,3.612,4.752000000000001,13.61,1.6,26.0,254.5,223.5,652.0,0.955,38.0,0.285,0.3379999999999999,0.15,1.16,11.55,13
Chicken fricassee,7.13,44.0,1.2,12.14,4.682,3.429,1.827,10.67,0.78,21.0,129.0,316.0,754.0,0.9,20.0,0.17,0.234,15.9,1.45,10.4,13
Chicken in butter sauce with potatoes and vegetable,4.64,51.0,0.8,17.13,0.932,0.33,0.724,2.47,0.54,23.0,159.0,255.0,239.0,0.59,12.0,0.16,0.239,5.2,0.28,9.1,10
Chicken in cream sauce with noodles and vegetable,13.25,34.0,1.0,8.75,1.336,0.771,1.602,4.28,0.84,17.0,104.0,128.0,467.0,0.58,49.0,0.12,0.107,1.1,0.28,3.2,13
Chicken in mushroom sauce,11.05,24.0,1.2,7.6,1.015,0.462,1.75,3.61,0.59,16.0,87.0,181.0,423.0,0.53,138.0,0.06,0.154,16.9,0.51,16.8,13
Chicken in soy-based sauce,17.87,16.0,0.9,6.56,0.307,0.16,0.245,0.9,0.67,14.0,76.0,153.0,335.0,0.39,11.0,0.05,0.121,3.5,0.17,9.9,13
Chicken kiev,5.45,104.0,0.1,21.31,7.467,2.161,7.977,19.1,0.65,24.0,210.0,257.0,656.0,0.84,75.0,0.3,0.238,0.0,0.66,0.7,13
Chicken leg,1.3688888888888888,126.72222222222224,0.0444444444444444,22.87777777777778,4.676444444444445,2.4185,2.849333333333333,11.221666666666668,1.0777777777777775,21.88888888888889,204.05555555555557,250.94444444444449,405.0,2.002222222222222,11.5,0.4038888888888888,0.3453333333333333,0.0111111111111111,0.4216666666666666,3.855555555555556,7
Chicken liver,3.635,475.0,0.1,22.12,2.0535,2.178,2.3025,7.56,10.785,22.5,357.0,245.5,420.5,3.515,3378.5,15.89,0.6665,22.0,0.9,0.85,2
Chicken noodle dinner,7.803333333333334,8.0,1.7,3.53,1.814,1.07,0.341,3.223333333333333,0.49,13.0,52.0,143.0,25.0,0.41,98.33333333333331,0.0166666666666666,0.07,0.1,0.18,1.7666666666666666,14
Chicken nuggets,16.89,50.0,1.3166666666666669,15.323333333333332,6.698666666666667,6.352833333333334,3.5370000000000004,18.871666666666663,1.0733333333333337,24.83333333333333,237.83333333333331,242.83333333333331,581.5,0.6699999999999999,9.666666666666666,0.295,0.1933333333333333,0.5499999999999999,1.356666666666667,8.450000000000001,13
Chicken or turkey,13.297441860465115,22.0,1.1465116279069767,6.359534883720929,2.452418604651163,1.8969302325581396,1.401674418604651,6.286279069767442,0.7595348837209301,16.86046511627907,87.18604651162791,167.7906976744186,338.4651162790698,0.5886046511627907,67.81395348837209,0.0988372093023255,0.119,4.183720930232559,0.7169767441860465,17.911627906976744,13
Chicken or turkey a la king with vegetables excluding carrorts,6.35,77.0,0.5,9.53,5.152,2.501,4.228,13.25,0.66,14.0,132.0,170.0,482.0,0.79,109.0,0.24,0.103,2.0,0.95,7.9,13
Chicken or turkey a la king with vegetables including carrots,6.81,78.0,0.6,9.37,5.247,2.515,4.473,13.67,0.58,14.0,127.0,186.0,428.0,0.72,246.0,0.24,0.12,2.6,1.1,10.0,9
Chicken or turkey and corn hominy soup,5.11,26.0,0.4,7.89,1.078,0.432,0.611,2.45,0.45,11.0,77.0,146.0,293.0,0.62,3.0,0.08,0.102,0.2,0.13,0.4,13
Chicken or turkey and noodles,15.47,39.0,0.7,7.73,2.401,2.032,1.053,6.14,1.04,17.0,91.0,75.0,353.0,0.7,5.0,0.12,0.074,0.0,0.61,4.3,13
Chicken or turkey and noodles with cheese sauce,13.56,41.0,0.6,8.95,2.018,0.797,2.724,6.16,0.9,19.0,136.0,99.0,341.0,0.9,28.0,0.2,0.07,0.2,0.17,0.3,13
Chicken or turkey and noodles with cream or white sauce,15.23,38.0,0.6,7.38,1.735,1.035,1.992,5.44,0.92,18.0,104.0,107.0,345.0,0.7,44.0,0.23,0.111,0.0,0.49,2.1,13
Chicken or turkey and noodles with gravy,15.23,35.0,0.7,6.99,2.206,1.686,1.054,5.67,0.94,16.0,86.0,79.0,350.0,0.64,5.0,0.11,0.073,0.0,0.5,3.4,13
Chicken or turkey and noodles with mushroom sauce,14.87,32.0,0.8,6.92,1.809,1.982,1.074,5.44,0.89,16.0,90.0,94.0,337.0,0.63,11.0,0.15,0.069,0.0,0.5,7.8,13
Chicken or turkey and noodles with soy-based sauce,7.69,44.0,0.6,11.6,3.755,3.04,1.509,9.02,0.54,16.0,113.0,177.0,391.0,0.79,6.0,0.14,0.149,2.3,0.96,19.0,13
Chicken or turkey and noodles with tomato-based sauce,15.17,34.0,1.1,7.12,2.105,1.808,0.93,5.44,1.22,20.0,87.0,161.0,343.0,0.68,12.0,0.11,0.096,2.2,1.0,4.7,13
Chicken or turkey and potatoes with gravy,8.9,26.0,0.9,7.26,2.627,2.21,1.04,6.31,0.61,16.0,80.0,232.0,441.0,0.5,2.0,0.08,0.167,6.1,0.66,6.3,1
Chicken or turkey and rice,16.97,20.0,0.2,6.46,2.434,2.076,0.95,5.84,0.86,12.0,69.0,71.0,353.0,0.59,2.0,0.07,0.101,0.0,0.63,5.3,4
Chicken or turkey and rice with cream sauce,12.78,27.0,0.5,8.12,2.524,1.368,1.424,5.8,0.82,15.0,106.0,147.0,380.0,0.7,59.0,0.22,0.102,1.2,0.54,14.4,13
Chicken or turkey and rice with mushroom sauce,15.44,16.0,0.4,5.67,1.965,2.129,1.014,5.47,0.71,11.0,69.0,88.0,346.0,0.52,7.0,0.1,0.087,0.0,0.55,8.8,13
Chicken or turkey and rice with soy-based sauce,8.11,45.0,0.5,11.96,3.84,3.11,1.549,9.22,0.74,18.0,119.0,186.0,395.0,0.85,6.0,0.15,0.168,2.3,0.98,19.4,13
Chicken or turkey and rice with tomato-based sauce,15.66,17.0,0.6,5.72,2.554,2.271,0.97,6.18,1.0,14.0,65.0,148.0,349.0,0.55,8.0,0.06,0.113,2.1,1.1,6.7,13
Chicken or turkey and vegetables excluding carrots,5.568,32.8,1.02,8.725999999999999,3.0882,2.3164,1.7457999999999998,7.736,0.554,17.0,103.4,189.4,366.0,0.696,16.4,0.122,0.1186,4.4,0.8240000000000001,13.7,13
Chicken or turkey and vegetables including carrots,4.206,29.8,1.16,8.4,2.5888,2.1484,1.624,6.964,0.536,14.0,94.4,178.4,376.8,0.6140000000000001,139.6,0.112,0.1382,7.88,1.07,28.54,13
Chicken or turkey broth,1.68,1.5,0.15,1.3425,0.57975,0.482,0.22775,1.4225,0.235,2.75,15.75,77.5,251.0,0.105,3.75,0.0225,0.02725,1.3750000000000002,0.1925,2.575,4
Chicken or turkey cacciatore,6.94,58.0,1.1,13.19,4.734,2.414,2.578,10.63,1.02,21.0,138.0,290.0,664.0,0.84,18.0,0.24,0.193,5.6,1.02,4.1,13
Chicken or turkey caesar garden salad,2.71,23.0,1.0,8.68,0.568,0.231,0.751,1.95,0.89,24.0,101.0,264.0,262.0,0.53,189.0,0.11,0.15,8.4,0.54,109.3,14
Chicken or turkey cake,2.56,121.0,0.2,20.85,6.232,7.801,3.414,18.7,0.86,20.0,197.0,228.0,576.0,1.34,23.0,0.36,0.202,0.3,1.34,23.7,13
Chicken or turkey chow mein or chop suey,3.84,37.0,0.8,9.78,1.172,0.926,0.719,3.23,0.52,14.0,99.0,183.0,344.0,0.66,11.0,0.12,0.139,4.8,0.47,12.6,1
Chicken or turkey chow mein or chop suey with noodles,11.15,33.0,1.5,9.91,2.12,1.25,1.455,5.43,1.25,14.0,99.0,174.0,408.0,0.68,10.0,0.11,0.128,4.2,0.52,11.7,13
Chicken or turkey cordon bleu,9.26,83.0,0.6,22.63,2.977,1.544,3.437,9.12,1.1,25.0,245.0,254.0,607.0,1.23,50.0,0.39,0.251,1.8,0.59,24.9,7
Chicken or turkey corn soup with noodles,7.34,18.0,0.6,4.67,0.682,0.475,0.35,1.81,0.43,10.0,54.0,104.0,338.0,0.44,26.0,0.07,0.06,2.1,0.21,12.8,13
Chicken or turkey creole,2.96,55.0,1.1,13.82,1.749,0.907,0.934,4.22,0.74,19.0,131.0,277.0,363.0,0.89,16.0,0.18,0.195,10.7,0.76,4.3,1
Chicken or turkey divan,3.99,70.0,1.3,15.51,2.546,0.987,2.63,7.23,0.7,19.0,182.0,206.0,296.0,1.2,68.0,0.27,0.171,16.9,0.96,38.8,7
Chicken or turkey fricassee,2.013333333333333,68.0,0.2666666666666666,16.599999999999998,5.960333333333334,1.4183333333333332,2.119666666666667,10.423333333333334,0.6433333333333333,16.333333333333332,148.66666666666666,199.33333333333331,584.3333333333334,1.05,7.333333333333333,0.2333333333333333,0.1743333333333333,3.3666666666666667,1.1166666666666667,4.1000000000000005,13
Chicken or turkey garden salad,2.625,30.0,0.95,10.61,0.5095000000000001,0.2285,0.3225,1.37,0.7,22.0,105.5,259.0,134.5,0.4549999999999999,142.5,0.095,0.1765,7.5,0.415,73.3,14
Chicken or turkey garden salad with bacon and cheese,2.78,34.0,0.9,11.08,1.646,0.51,2.563,5.61,0.72,23.0,137.0,251.0,224.0,0.83,193.0,0.21,0.164,6.0,0.5,78.8,14
Chicken or turkey garden salad with cheese,2.8,32.0,0.9,10.4,1.137,0.305,2.204,4.52,0.72,23.0,129.0,243.0,172.0,0.75,198.0,0.18,0.152,6.1,0.5,81.0,14
Chicken or turkey gumbo soup,3.43,2.0,0.8,1.08,0.27,0.14,0.13,0.59,0.37,2.0,10.0,31.0,391.0,0.15,3.0,0.01,0.026,2.0,0.15,2.6,4
Chicken or turkey hash,8.16,30.0,1.3,9.64,1.585,1.531,0.751,4.1,0.73,22.0,97.0,333.0,254.0,0.9,8.0,0.26,0.309,4.0,0.45,13.3,10
Chicken or turkey mushroom soup,8.41,8.0,1.6,2.47,1.275,0.646,1.205,3.42,0.35,10.0,62.0,106.0,354.0,0.61,34.0,0.25,0.047,0.0,0.34,0.6,13
Chicken or turkey noodle soup,4.354,8.8,0.5800000000000001,3.2,0.4974,0.286,0.4856,1.4540000000000002,0.36,7.8,44.6,126.2,313.2,0.258,39.0,0.132,0.0482,0.5,0.106,4.1,13
Chicken or turkey parmigiana,8.26,70.0,0.8,16.25,2.582,1.85,2.625,8.29,1.0,21.0,179.0,228.0,415.0,1.08,49.0,0.24,0.251,2.0,1.17,5.0,7
Chicken or turkey pot pie,19.21,15.0,1.1,5.11,3.613,3.302,4.365,11.85,0.76,11.0,72.0,110.0,393.0,0.42,34.0,0.11,0.092,1.0,0.53,10.7,13
Chicken or turkey rice soup,5.2725,7.25,0.4,2.355,0.443,0.1765,0.388,1.2525,0.1475,6.25,39.0,168.25,259.25,0.2275,26.25,0.1075,0.034,0.675,0.0925,4.325,1
Chicken or turkey salad,4.724444444444444,59.22222222222222,0.4555555555555556,13.681111111111113,2.659222222222222,3.627555555555556,1.6515555555555554,8.757777777777779,0.4988888888888889,15.11111111111111,131.66666666666666,209.0,523.2222222222222,0.8566666666666667,14.11111111111111,0.1911111111111111,0.1453333333333333,0.7333333333333333,0.7944444444444445,24.33333333333333,13
Chicken or turkey salad with egg,2.66,92.0,0.4,13.85,4.806,9.024,3.236,18.06,0.57,14.0,135.0,199.0,450.0,0.9,27.0,0.29,0.143,0.7,0.99,41.3,13
Chicken or turkey salad with nuts and/or fruits,5.95,53.0,1.1,12.51,5.631,8.526,2.82,17.85,0.66,27.0,134.0,232.0,388.0,0.89,13.0,0.17,0.136,1.1,2.2,38.4,1
Chicken or turkey shish kabob with vegetables,5.0,51.0,0.9,12.95,1.527,0.765,0.832,3.71,0.62,18.0,131.0,243.0,346.0,0.9,12.0,0.16,0.198,12.8,0.38,5.0,1
Chicken or turkey souffle,5.5,146.0,0.1,11.74,3.388,1.009,5.568,11.04,0.84,15.0,161.0,178.0,393.0,0.95,121.0,0.42,0.124,0.0,0.57,0.7,7
Chicken or turkey soup,5.0183333333333335,4.833333333333333,0.1,1.6116666666666666,0.691,0.38,0.7486666666666667,2.1183333333333336,0.3183333333333333,4.166666666666667,31.0,107.16666666666669,275.0,0.18,27.166666666666668,0.085,0.012,0.05,0.1616666666666666,1.25,13
Chicken or turkey soup with dumplings,4.46,5.0,0.8,3.09,0.298,0.172,0.627,1.16,0.35,7.0,36.0,117.0,306.0,0.17,62.0,0.08,0.05,0.4,0.12,1.7,13
Chicken or turkey soup with dumplings and potatoes,4.46,5.0,0.8,3.09,0.298,0.172,0.627,1.16,0.35,7.0,36.0,117.0,306.0,0.17,62.0,0.08,0.05,0.4,0.12,1.7,13
Chicken or turkey soup with vegetables,2.26,21.0,0.6,5.45,0.858,0.575,0.418,2.23,0.33,9.0,54.0,126.0,404.0,0.41,113.0,0.08,0.08,3.1,0.38,12.9,13
Chicken or turkey soup with vegetables and fruit,2.17,20.0,0.2,5.07,0.429,0.241,0.26,1.23,0.3,14.0,47.0,96.0,569.0,0.37,5.0,0.1,0.062,1.7,0.16,2.5,4
Chicken or turkey stew with potatoes and vegetables excluding carrots,9.255,20.0,1.85,6.695,0.922,0.649,0.453,2.305,0.78,17.5,81.0,242.5,266.5,0.545,21.5,0.07,0.1629999999999999,7.65,0.32,7.75,1
Chicken or turkey stew with potatoes and vegetables including carrots,8.45,21.0,1.5499999999999998,6.205,0.95,0.6625000000000001,0.4639999999999999,2.37,0.6,15.5,75.5,271.5,272.0,0.485,98.0,0.07,0.1664999999999999,7.1,0.405,5.75,1
Chicken or turkey tetrazzini,6.96,37.0,0.5,11.96,1.363,0.98,1.85,4.76,0.43,14.0,112.0,129.0,388.0,0.48,20.0,0.12,0.129,0.0,0.3,4.8,13
Chicken or turkey vegetable soup,5.233333333333333,10.333333333333334,0.7666666666666666,3.85,0.6633333333333332,0.373,0.4093333333333333,1.6900000000000002,0.4399999999999999,7.0,43.0,114.66666666666669,296.0,0.33,37.66666666666666,0.09,0.0573333333333333,1.5666666666666669,0.2066666666666666,6.933333333333334,13
Chicken or turkey vegetable soup with noodles,6.88,12.0,0.6,5.06,1.18,0.55,0.79,2.64,0.69,3.0,45.0,70.0,354.0,0.4,27.0,0.1,0.02,0.5,0.13,2.5,4
Chicken or turkey vegetable soup with potato and cheese,5.2,7.0,0.3,1.16,1.605,0.974,1.636,4.46,0.16,5.0,19.0,73.0,416.0,0.16,19.0,0.02,0.042,4.0,0.06,2.3,4
